60030 silly lifecycle defined@1.0.0~preinstall: no script for preinstall, continuing
68562 silly postinstall combined-stream@1.0.5 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/combined-stream-138049f4
68563 info lifecycle combined-stream@1.0.5~postinstall: combined-stream@1.0.5
68564 silly lifecycle combined-stream@1.0.5~postinstall: no script for postinstall, continuing
68565 silly postinstall delegates@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/delegates-dae93fe6
68566 info lifecycle delegates@1.0.0~postinstall: delegates@1.0.0
68567 silly lifecycle delegates@1.0.0~postinstall: no script for postinstall, continuing
68568 silly postinstall escape-string-regexp@1.0.5 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/escape-string-regexp-b3aebdba
68569 info lifecycle escape-string-regexp@1.0.5~postinstall: escape-string-regexp@1.0.5
68570 silly lifecycle escape-string-regexp@1.0.5~postinstall: no script for postinstall, continuing
68571 silly postinstall extend@3.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/extend-209fcf2f
68572 info lifecycle extend@3.0.0~postinstall: extend@3.0.0
68573 silly lifecycle extend@3.0.0~postinstall: no script for postinstall, continuing
68574 silly postinstall extsprintf@1.0.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/extsprintf-9475b9b4
68575 info lifecycle extsprintf@1.0.2~postinstall: extsprintf@1.0.2
68576 silly lifecycle extsprintf@1.0.2~postinstall: no script for postinstall, continuing
68577 silly postinstall forever-agent@0.6.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/forever-agent-9a4ce6c0
68578 info lifecycle forever-agent@0.6.1~postinstall: forever-agent@0.6.1
68579 silly lifecycle forever-agent@0.6.1~postinstall: no script for postinstall, continuing
68580 silly postinstall fs.realpath@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/fs.realpath-967298ef
68581 info lifecycle fs.realpath@1.0.0~postinstall: fs.realpath@1.0.0
68582 silly lifecycle fs.realpath@1.0.0~postinstall: no script for postinstall, continuing
68583 silly postinstall generate-function@2.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/generate-function-403fe58c
68584 info lifecycle generate-function@2.0.0~postinstall: generate-function@2.0.0
68585 silly lifecycle generate-function@2.0.0~postinstall: no script for postinstall, continuing
68586 silly postinstall assert-plus@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/assert-plus-4a1732b0
68587 info lifecycle assert-plus@1.0.0~postinstall: assert-plus@1.0.0
68588 silly lifecycle assert-plus@1.0.0~postinstall: no script for postinstall, continuing
68589 silly postinstall getpass@0.1.6 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/getpass-c0d5f8b0
68590 info lifecycle getpass@0.1.6~postinstall: getpass@0.1.6
68591 silly lifecycle getpass@0.1.6~postinstall: no script for postinstall, continuing
68592 silly postinstall graceful-fs@4.1.4 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/graceful-fs-3baa2710
68593 info lifecycle graceful-fs@4.1.4~postinstall: graceful-fs@4.1.4
68594 silly lifecycle graceful-fs@4.1.4~postinstall: no script for postinstall, continuing
68595 silly postinstall graceful-readlink@1.0.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/graceful-readlink-b1c4714b
68596 info lifecycle graceful-readlink@1.0.1~postinstall: graceful-readlink@1.0.1
68597 silly lifecycle graceful-readlink@1.0.1~postinstall: no script for postinstall, continuing
68598 silly postinstall commander@2.9.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/commander-2a759298
68599 info lifecycle commander@2.9.0~postinstall: commander@2.9.0
68600 silly lifecycle commander@2.9.0~postinstall: no script for postinstall, continuing
68601 silly postinstall has-ansi@2.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/has-ansi-7a3bbce7
68602 info lifecycle has-ansi@2.0.0~postinstall: has-ansi@2.0.0
68603 silly lifecycle has-ansi@2.0.0~postinstall: no script for postinstall, continuing
68604 silly postinstall has-color@0.1.7 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/has-color-ba1fba11
68605 info lifecycle has-color@0.1.7~postinstall: has-color@0.1.7
68606 silly lifecycle has-color@0.1.7~postinstall: no script for postinstall, continuing
68607 silly postinstall has-unicode@2.0.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/has-unicode-1fd2616b
68608 info lifecycle has-unicode@2.0.1~postinstall: has-unicode@2.0.1
68609 silly lifecycle has-unicode@2.0.1~postinstall: no script for postinstall, continuing
68610 silly postinstall hoek@2.16.3 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/hoek-637dfce6
68611 info lifecycle hoek@2.16.3~postinstall: hoek@2.16.3
68612 silly lifecycle hoek@2.16.3~postinstall: no script for postinstall, continuing
68613 silly postinstall boom@2.10.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/boom-628b7bdd
68614 info lifecycle boom@2.10.1~postinstall: boom@2.10.1
68615 silly lifecycle boom@2.10.1~postinstall: no script for postinstall, continuing
68616 silly postinstall cryptiles@2.0.5 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/cryptiles-ff4961ea
68617 info lifecycle cryptiles@2.0.5~postinstall: cryptiles@2.0.5
68618 silly lifecycle cryptiles@2.0.5~postinstall: no script for postinstall, continuing
68619 silly postinstall inherits@2.0.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/inherits-7d25704b
68620 info lifecycle inherits@2.0.1~postinstall: inherits@2.0.1
68621 silly lifecycle inherits@2.0.1~postinstall: no script for postinstall, continuing
68622 silly postinstall block-stream@0.0.9 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/block-stream-07b1f917
68623 info lifecycle block-stream@0.0.9~postinstall: block-stream@0.0.9
68624 silly lifecycle block-stream@0.0.9~postinstall: no script for postinstall, continuing
68625 silly postinstall ini@1.3.4 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/ini-59de3b5c
68626 info lifecycle ini@1.3.4~postinstall: ini@1.3.4
68627 silly lifecycle ini@1.3.4~postinstall: no script for postinstall, continuing
68628 silly postinstall is-property@1.0.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/is-property-e9f0af82
68629 info lifecycle is-property@1.0.2~postinstall: is-property@1.0.2
68630 silly lifecycle is-property@1.0.2~postinstall: no script for postinstall, continuing
68631 silly postinstall generate-object-property@1.2.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/generate-object-property-b0364d51
68632 info lifecycle generate-object-property@1.2.0~postinstall: generate-object-property@1.2.0
68633 silly lifecycle generate-object-property@1.2.0~postinstall: no script for postinstall, continuing
68634 silly postinstall is-typedarray@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/is-typedarray-c9223b4e
68635 info lifecycle is-typedarray@1.0.0~postinstall: is-typedarray@1.0.0
68636 silly lifecycle is-typedarray@1.0.0~postinstall: no script for postinstall, continuing
68637 silly postinstall isarray@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/isarray-b6fd5f1f
68638 info lifecycle isarray@1.0.0~postinstall: isarray@1.0.0
68639 silly lifecycle isarray@1.0.0~postinstall: no script for postinstall, continuing
68640 silly postinstall isstream@0.1.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/isstream-13378bbf
68641 info lifecycle isstream@0.1.2~postinstall: isstream@0.1.2
68642 silly lifecycle isstream@0.1.2~postinstall: no script for postinstall, continuing
68643 silly postinstall jsbn@0.1.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/jsbn-081ed4cf
68644 info lifecycle jsbn@0.1.0~postinstall: jsbn@0.1.0
68645 silly lifecycle jsbn@0.1.0~postinstall: no script for postinstall, continuing
68646 silly postinstall ecc-jsbn@0.1.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/ecc-jsbn-5b21f4a9
68647 info lifecycle ecc-jsbn@0.1.1~postinstall: ecc-jsbn@0.1.1
68648 silly lifecycle ecc-jsbn@0.1.1~postinstall: no script for postinstall, continuing
68649 silly postinstall jodid25519@1.0.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/jodid25519-7c6abc19
68650 info lifecycle jodid25519@1.0.2~postinstall: jodid25519@1.0.2
68651 silly lifecycle jodid25519@1.0.2~postinstall: no script for postinstall, continuing
68652 silly postinstall json-schema@0.2.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/json-schema-cad9f713
68653 info lifecycle json-schema@0.2.2~postinstall: json-schema@0.2.2
68654 silly lifecycle json-schema@0.2.2~postinstall: no script for postinstall, continuing
68655 silly postinstall json-stringify-safe@5.0.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/json-stringify-safe-a7c2339a
68656 info lifecycle json-stringify-safe@5.0.1~postinstall: json-stringify-safe@5.0.1
68657 silly lifecycle json-stringify-safe@5.0.1~postinstall: no script for postinstall, continuing
68658 silly postinstall jsonpointer@2.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/jsonpointer-8bdf8ca6
68659 info lifecycle jsonpointer@2.0.0~postinstall: jsonpointer@2.0.0
68660 silly lifecycle jsonpointer@2.0.0~postinstall: no script for postinstall, continuing
68661 silly postinstall mime-db@1.23.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/mime-db-8c4eb337
68662 info lifecycle mime-db@1.23.0~postinstall: mime-db@1.23.0
68663 silly lifecycle mime-db@1.23.0~postinstall: no script for postinstall, continuing
68664 silly postinstall mime-types@2.1.11 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/mime-types-d837bfe3
68665 info lifecycle mime-types@2.1.11~postinstall: mime-types@2.1.11
68666 silly lifecycle mime-types@2.1.11~postinstall: no script for postinstall, continuing
68667 silly postinstall form-data@1.0.0-rc4 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/form-data-2056a34d
68668 info lifecycle form-data@1.0.0-rc4~postinstall: form-data@1.0.0-rc4
68669 silly lifecycle form-data@1.0.0-rc4~postinstall: no script for postinstall, continuing
68670 silly postinstall minimatch@3.0.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/minimatch-1df59474
68671 info lifecycle minimatch@3.0.2~postinstall: minimatch@3.0.2
68672 silly lifecycle minimatch@3.0.2~postinstall: no script for postinstall, continuing
68673 silly postinstall minimist@0.0.8 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/minimist-ef30e11a
68674 info lifecycle minimist@0.0.8~postinstall: minimist@0.0.8
68675 silly lifecycle minimist@0.0.8~postinstall: no script for postinstall, continuing
68676 silly postinstall mkdirp@0.5.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/mkdirp-a9ec2292
68677 info lifecycle mkdirp@0.5.1~postinstall: mkdirp@0.5.1
68678 silly lifecycle mkdirp@0.5.1~postinstall: no script for postinstall, continuing
68679 silly postinstall ms@0.7.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/ms-4ef08a73
68680 info lifecycle ms@0.7.1~postinstall: ms@0.7.1
68681 silly lifecycle ms@0.7.1~postinstall: no script for postinstall, continuing
68682 silly postinstall debug@2.2.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/debug-0d2b4a0f
68683 info lifecycle debug@2.2.0~postinstall: debug@2.2.0
68684 silly lifecycle debug@2.2.0~postinstall: no script for postinstall, continuing
68685 silly postinstall node-uuid@1.4.7 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/node-uuid-2ffa964c
68686 info lifecycle node-uuid@1.4.7~postinstall: node-uuid@1.4.7
68687 silly lifecycle node-uuid@1.4.7~postinstall: no script for postinstall, continuing
68688 silly postinstall nopt@3.0.6 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/nopt-e2efbd1e
68689 info lifecycle nopt@3.0.6~postinstall: nopt@3.0.6
68690 silly lifecycle nopt@3.0.6~postinstall: no script for postinstall, continuing
68691 silly postinstall number-is-nan@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/number-is-nan-023bc133
68692 info lifecycle number-is-nan@1.0.0~postinstall: number-is-nan@1.0.0
68693 silly lifecycle number-is-nan@1.0.0~postinstall: no script for postinstall, continuing
68694 silly postinstall code-point-at@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/code-point-at-696071dd
68695 info lifecycle code-point-at@1.0.0~postinstall: code-point-at@1.0.0
68696 silly lifecycle code-point-at@1.0.0~postinstall: no script for postinstall, continuing
68697 silly postinstall is-fullwidth-code-point@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/is-fullwidth-code-point-9269fdee
68698 info lifecycle is-fullwidth-code-point@1.0.0~postinstall: is-fullwidth-code-point@1.0.0
68699 silly lifecycle is-fullwidth-code-point@1.0.0~postinstall: no script for postinstall, continuing
68700 silly postinstall oauth-sign@0.8.2 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/oauth-sign-43ec60e4
68701 info lifecycle oauth-sign@0.8.2~postinstall: oauth-sign@0.8.2
68702 silly lifecycle oauth-sign@0.8.2~postinstall: no script for postinstall, continuing
68703 silly postinstall object-assign@4.1.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/object-assign-81910444
68704 info lifecycle object-assign@4.1.0~postinstall: object-assign@4.1.0
68705 silly lifecycle object-assign@4.1.0~postinstall: no script for postinstall, continuing
68706 silly postinstall path-is-absolute@1.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/path-is-absolute-eb16ff13
68707 info lifecycle path-is-absolute@1.0.0~postinstall: path-is-absolute@1.0.0
68708 silly lifecycle path-is-absolute@1.0.0~postinstall: no script for postinstall, continuing
68709 silly postinstall pinkie@2.0.4 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/pinkie-de21c538
68710 info lifecycle pinkie@2.0.4~postinstall: pinkie@2.0.4
68711 silly lifecycle pinkie@2.0.4~postinstall: no script for postinstall, continuing
68712 silly postinstall pinkie-promise@2.0.1 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/pinkie-promise-46a6a789
68713 info lifecycle pinkie-promise@2.0.1~postinstall: pinkie-promise@2.0.1
68714 silly lifecycle pinkie-promise@2.0.1~postinstall: no script for postinstall, continuing
68715 silly postinstall process-nextick-args@1.0.7 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/process-nextick-args-8ea1f170
68716 info lifecycle process-nextick-args@1.0.7~postinstall: process-nextick-args@1.0.7
68717 silly lifecycle process-nextick-args@1.0.7~postinstall: no script for postinstall, continuing
68718 silly postinstall qs@6.2.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/qs-d0978430
68719 info lifecycle qs@6.2.0~postinstall: qs@6.2.0
68720 silly lifecycle qs@6.2.0~postinstall: no script for postinstall, continuing
68721 silly postinstall minimist@1.2.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/minimist-8e8f1ca3
68722 info lifecycle minimist@1.2.0~postinstall: minimist@1.2.0
68723 silly lifecycle minimist@1.2.0~postinstall: no script for postinstall, continuing
68724 silly postinstall semver@5.2.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/semver-ac5bf643
68725 info lifecycle semver@5.2.0~postinstall: semver@5.2.0
68726 silly lifecycle semver@5.2.0~postinstall: no script for postinstall, continuing
68727 silly postinstall set-blocking@2.0.0 /Users/sia/Fullstack/Semester_Junior/juke-router/node_modules/.staging/set-blocking-3fd2b6f5
68728 info lifecycle set-blocking@2.0.0~postinstall: set-blocking@2.0.0
